ID,Airline,ACode,NCode,Year,Month,DOM_Flights,INT_Flights,TOT_Flights,DOM_Passengers,INT_Passengers,TOT_Passengers
142,Delta Airlines,DL,2,2010,10,63029,8708,71737,7988508,1559000,9547508
141,Delta Airlines,DL,2,2010,9,61372,8654,70026,7325582,1590182,8915764
140,Delta Airlines,DL,2,2010,8,65066,10848,75914,8289570,2003618,10293188
139,Delta Airlines,DL,2,2010,7,64478,11484,75962,8570388,2117177,10687565
122,Delta Airlines,DL,2,2009,2,32459,5627,38086,4012582,724645,4737227
151,Delta Airlines,DL,2,2011,7,66539,11461,78000,8975080,2139018,11114098
135,Delta Airlines,DL,2,2010,3,59690,9838,69528,7697000,1629281,9326281
138,Delta Airlines,DL,2,2010,6,63222,10570,73792,8333586,1926162,10259748
133,Delta Airlines,DL,2,2010,1,56061,9321,65382,6269827,1432868,7702695
132,Delta Airlines,DL,2,2009,12,34582,6656,41238,4344754,1013678,5358432
131,Delta Airlines,DL,2,2009,11,35600,5489,41089,4455362,825580,5280942
130,Delta Airlines,DL,2,2009,10,36563,5725,42288,4795766,950889,5746655
129,Delta Airlines,DL,2,2009,9,34613,5894,40507,4380862,980636,5361498
128,Delta Airlines,DL,2,2009,8,37139,7333,44472,5060331,1245340,6305671
127,Delta Airlines,DL,2,2009,7,37119,7903,45022,5244681,1350256,6594937
126,Delta Airlines,DL,2,2009,6,35385,7354,42739,4881087,1205824,6086911
125,Delta Airlines,DL,2,2009,5,35284,6314,41598,4695195,964716,5659911
124,Delta Airlines,DL,2,2009,4,35136,6262,41398,4673010,958239,5631249
123,Delta Airlines,DL,2,2009,3,35907,6454,42361,4731914,939464,5671378
181,Delta Airlines,DL,2,2014,1,56300,9944,66244,7114603,1615474,8730077
152,Delta Airlines,DL,2,2011,8,65237,10709,75946,8560593,2019596,10580189
137,Delta Airlines,DL,2,2010,5,61027,9228,70255,7658466,1598470,9256936
175,Delta Airlines,DL,2,2013,7,69227,11927,81154,9285996,2208948,11494944
168,Delta Airlines,DL,2,2012,12,57389,8852,66241,7328012,1522781,8850793
169,Delta Airlines,DL,2,2013,1,57081,8683,65764,6945446,1436003,8381449
170,Delta Airlines,DL,2,2013,2,52443,8262,60705,6650536,1297777,7948313
171,Delta Airlines,DL,2,2013,3,63624,10018,73642,8595017,1715641,10310658
172,Delta Airlines,DL,2,2013,4,62354,9099,71453,8129300,1524946,9654246
167,Delta Airlines,DL,2,2012,11,60032,7657,67689,7885681,1315337,9201018
174,Delta Airlines,DL,2,2013,6,66266,10866,77132,8955829,2029562,10985391
178,Delta Airlines,DL,2,2013,10,65587,9294,74881,8495170,1619129,10114299
176,Delta Airlines,DL,2,2013,8,69479,11667,81146,9186387,2202558,11388945
177,Delta Airlines,DL,2,2013,9,62388,9669,72057,7856110,1750188,9606298
121,Delta Airlines,DL,2,2009,1,35727,6383,42110,4351463,908126,5259589
179,Delta Airlines,DL,2,2013,11,61500,8654,70154,7661415,1406959,9068374
136,Delta Airlines,DL,2,2010,4,59271,8602,67873,7488219,1416252,8904471
180,Delta Airlines,DL,2,2013,12,60717,9730,70447,8089402,1654873,9744275
173,Delta Airlines,DL,2,2013,5,64207,9717,73924,8521714,1715015,10236729
154,Delta Airlines,DL,2,2011,10,61212,8513,69725,7987349,1464681,9452030
166,Delta Airlines,DL,2,2012,10,62824,8417,71241,8365640,1510788,9876428
153,Delta Airlines,DL,2,2011,9,59226,8689,67915,7507319,1576267,9083586
155,Delta Airlines,DL,2,2011,11,58129,7452,65581,7534741,1231262,8766003
156,Delta Airlines,DL,2,2011,12,57426,8642,66068,7166636,1450399,8617035
157,Delta Airlines,DL,2,2012,1,55239,8871,64110,6544675,1408755,7953430
158,Delta Airlines,DL,2,2012,2,52037,8635,60672,6461946,1274507,7736453
159,Delta Airlines,DL,2,2012,3,60472,10356,70828,8227631,1681341,9908972
161,Delta Airlines,DL,2,2012,5,61301,9524,70825,8184512,1637348,9821860
162,Delta Airlines,DL,2,2012,6,63297,10560,73857,8731599,1939334,10670933
163,Delta Airlines,DL,2,2012,7,65771,11131,76902,9071103,2064843,11135946
164,Delta Airlines,DL,2,2012,8,66746,10697,77443,9018451,2014284,11032735
165,Delta Airlines,DL,2,2012,9,61144,8796,69940,7651409,1631015,9282424
160,Delta Airlines,DL,2,2012,4,59461,9173,68634,7968212,1518908,9487120
274,Jetblue Airways,B6,3,2011,10,17411,2384,19795,1904825,253874,2158699
282,Jetblue Airways,B6,3,2012,6,19079,3147,22226,2138056,348751,2486807
281,Jetblue Airways,B6,3,2012,5,18713,2941,21654,2061439,311021,2372460
280,Jetblue Airways,B6,3,2012,4,19135,3148,22283,2121516,352723,2474239
279,Jetblue Airways,B6,3,2012,3,19707,3151,22858,2219395,344264,2563659
278,Jetblue Airways,B6,3,2012,2,17349,2720,20069,1830931,289752,2120683
277,Jetblue Airways,B6,3,2012,1,17842,2842,20684,1863646,299674,2163320
271,Jetblue Airways,B6,3,2011,7,19501,3180,22681,2195724,379032,2574756
272,Jetblue Airways,B6,3,2011,8,18276,2903,21179,2063123,359149,2422272
275,Jetblue Airways,B6,3,2011,11,17636,2550,20186,1928157,269137,2197294
273,Jetblue Airways,B6,3,2011,9,16940,2456,19396,1759225,253830,2013055
283,Jetblue Airways,B6,3,2012,7,20719,3787,24506,2348297,440570,2788867
292,Jetblue Airways,B6,3,2013,4,19937,3417,23354,2163142,385299,2548441
276,Jetblue Airways,B6,3,2011,12,18908,3225,22133,2007341,326283,2333624
284,Jetblue Airways,B6,3,2012,8,20693,3753,24446,2350214,442553,2792767
285,Jetblue Airways,B6,3,2012,9,18152,2927,21079,1862866,295743,2158609
286,Jetblue Airways,B6,3,2012,10,17302,2676,19978,1921819,272640,2194459
287,Jetblue Airways,B6,3,2012,11,18630,3104,21734,2028019,310394,2338413
288,Jetblue Airways,B6,3,2012,12,19862,3592,23454,2124496,355590,2480086
289,Jetblue Airways,B6,3,2013,1,19292,3287,22579,2041023,342195,2383218
297,Jetblue Airways,B6,3,2013,9,18590,3104,21694,1869672,309334,2179006
291,Jetblue Airways,B6,3,2013,3,20748,3429,24177,2348755,393028,2741783
293,Jetblue Airways,B6,3,2013,5,20232,3219,23451,2204878,355089,2559967
294,Jetblue Airways,B6,3,2013,6,20587,3502,24089,2247822,386659,2634481
295,Jetblue Airways,B6,3,2013,7,22027,4312,26339,2442024,504325,2946349
296,Jetblue Airways,B6,3,2013,8,21999,4306,26305,2424528,500188,2924716
298,Jetblue Airways,B6,3,2013,10,19380,3102,22482,2021520,308731,2330251
270,Jetblue Airways,B6,3,2011,6,18205,2601,20806,1951745,286895,2238640
290,Jetblue Airways,B6,3,2013,2,17126,2993,20119,1851783,310614,2162397
255,Jetblue Airways,B6,3,2010,3,17268,2353,19621,1857652,256107,2113759
300,Jetblue Airways,B6,3,2013,12,20988,4224,25212,2253102,451312,2704414
301,Jetblue Airways,B6,3,2014,1,18190,3870,22060,1924406,415806,2340212
241,Jetblue Airways,B6,3,2009,1,16001,1451,17452,1512870,147109,1659979
243,Jetblue Airways,B6,3,2009,3,16884,1979,18863,1772633,198373,1971006
244,Jetblue Airways,B6,3,2009,4,16370,1966,18336,1747015,199694,1946709
245,Jetblue Airways,B6,3,2009,5,16168,1958,18126,1646075,178229,1824304
246,Jetblue Airways,B6,3,2009,6,16351,2072,18423,1708753,192823,1901576
247,Jetblue Airways,B6,3,2009,7,17160,2383,19543,1922565,258611,2181176
248,Jetblue Airways,B6,3,2009,8,17147,2409,19556,1919323,271441,2190764
249,Jetblue Airways,B6,3,2009,9,14483,1838,16321,1446836,173145,1619981
250,Jetblue Airways,B6,3,2009,10,14695,1750,16445,1551790,170422,1722212
251,Jetblue Airways,B6,3,2009,11,15357,1967,17324,1575934,191511,1767445
252,Jetblue Airways,B6,3,2009,12,16246,2192,18438,1735840,221176,1957016
242,Jetblue Airways,B6,3,2009,2,14997,1700,16697,1468858,167247,1636105
261,Jetblue Airways,B6,3,2010,9,15716,2089,17805,1639859,228337,1868196
268,Jetblue Airways,B6,3,2011,4,18106,2589,20695,1901180,283316,2184496
267,Jetblue Airways,B6,3,2011,3,18466,2522,20988,2025200,279672,2304872
266,Jetblue Airways,B6,3,2011,2,15259,2106,17365,1596782,220204,1816986
265,Jetblue Airways,B6,3,2011,1,16244,2260,18504,1666910,246521,1913431
264,Jetblue Airways,B6,3,2010,12,16654,2278,18932,1788497,250172,2038669
253,Jetblue Airways,B6,3,2010,1,16027,2183,18210,1536621,212671,1749292
262,Jetblue Airways,B6,3,2010,10,16483,2027,18510,1783521,221749,2005270
254,Jetblue Airways,B6,3,2010,2,14484,2052,16536,1436320,205392,1641712
260,Jetblue Airways,B6,3,2010,8,17651,2920,20571,1986949,352005,2338954
259,Jetblue Airways,B6,3,2010,7,17740,2942,20682,2002980,347006,2349986
258,Jetblue Airways,B6,3,2010,6,16320,2506,18826,1808994,280265,2089259
257,Jetblue Airways,B6,3,2010,5,16002,2409,18411,1729301,251827,1981128
256,Jetblue Airways,B6,3,2010,4,16786,2299,19085,1782058,251517,2033575
269,Jetblue Airways,B6,3,2011,5,17901,2390,20291,1923880,270895,2194775
263,Jetblue Airways,B6,3,2010,11,16718,1962,18680,1776516,212382,1988898
347,Jetblue Airways,B6,3,2017,11,23661,4663,28324,2636597,558141,3194738
333,Jetblue Airways,B6,3,2016,9,22322,4284,26606,2416554,501363,2917917
334,Jetblue Airways,B6,3,2016,10,22753,4242,26995,2532802,501919,3034721
335,Jetblue Airways,B6,3,2016,11,22967,4419,27386,2597905,521952,3119857
336,Jetblue Airways,B6,3,2016,12,24181,5588,29769,2714148,661789,3375937
337,Jetblue Airways,B6,3,2017,1,24189,5239,29428,2648950,637665,3286615
338,Jetblue Airways,B6,3,2017,2,21632,4631,26263,2383341,547698,2931039
339,Jetblue Airways,B6,3,2017,3,25012,5226,30238,2846297,632929,3479226
340,Jetblue Airways,B6,3,2017,4,24874,5173,30047,2808967,643831,3452798
341,Jetblue Airways,B6,3,2017,5,24944,5103,30047,2800053,600563,3400616
342,Jetblue Airways,B6,3,2017,6,24809,5468,30277,2790054,662442,3452496
343,Jetblue Airways,B6,3,2017,7,25934,6251,32185,2906813,826522,3733335
344,Jetblue Airways,B6,3,2017,8,25732,6137,31869,2883324,815173,3698497
332,Jetblue Airways,B6,3,2016,8,24488,5745,30233,2778076,725392,3503468
346,Jetblue Airways,B6,3,2017,10,24219,4578,28797,2645260,526501,3171761
359,Jetblue Airways,B6,3,2018,11,24460,5471,29931,2751673,636791,3388464
348,Jetblue Airways,B6,3,2017,12,25002,5709,30711,2762046,674548,3436594
349,Jetblue Airways,B6,3,2018,1,23518,5129,28647,2542390,619909,3162299
350,Jetblue Airways,B6,3,2018,2,22569,4764,27333,2512048,566352,3078400
351,Jetblue Airways,B6,3,2018,3,24941,5337,30278,2972928,682404,3655332
352,Jetblue Airways,B6,3,2018,4,25603,5368,30971,2951238,662202,3613440
353,Jetblue Airways,B6,3,2018,5,26279,5254,31533,2995190,652821,3648011
354,Jetblue Airways,B6,3,2018,6,25686,5723,31409,2964246,720026,3684272
355,Jetblue Airways,B6,3,2018,7,26147,6641,32788,3078555,872166,3950721
356,Jetblue Airways,B6,3,2018,8,26063,6608,32671,3045516,874552,3920068
357,Jetblue Airways,B6,3,2018,9,24241,5648,29889,2570632,635789,3206421
358,Jetblue Airways,B6,3,2018,10,24847,5419,30266,2773261,607337,3380598
360,Jetblue Airways,B6,3,2018,12,25359,6358,31717,2807627,735471,3543098
299,Jetblue Airways,B6,3,2013,11,19570,3256,22826,1970159,342352,2312511
345,Jetblue Airways,B6,3,2017,9,21987,4191,26178,2282646,492088,2774734
310,Jetblue Airways,B6,3,2014,10,20080,3775,23855,2187763,397748,2585511
302,Jetblue Airways,B6,3,2014,2,17576,3600,21176,1856355,373545,2229900
304,Jetblue Airways,B6,3,2014,4,20713,4016,24729,2244592,442573,2687165
305,Jetblue Airways,B6,3,2014,5,20791,4218,25009,2273622,461956,2735578
306,Jetblue Airways,B6,3,2014,6,20877,4437,25314,2265374,486289,2751663
307,Jetblue Airways,B6,3,2014,7,21992,5162,27154,2462573,625078,3087651
331,Jetblue Airways,B6,3,2016,7,24506,5636,30142,2812030,714540,3526570
309,Jetblue Airways,B6,3,2014,9,19071,3667,22738,1975628,380530,2356158
303,Jetblue Airways,B6,3,2014,3,21092,4020,25112,2309097,443279,2752376
311,Jetblue Airways,B6,3,2014,11,19935,4023,23958,2123703,420661,2544364
312,Jetblue Airways,B6,3,2014,12,21952,4878,26830,2326056,529367,2855423
313,Jetblue Airways,B6,3,2015,1,20572,4572,25144,2154498,501790,2656288
314,Jetblue Airways,B6,3,2015,2,18539,3839,22378,2014931,419677,2434608
315,Jetblue Airways,B6,3,2015,3,22253,4247,26500,2497416,499085,2996501
316,Jetblue Airways,B6,3,2015,4,21954,4296,26250,2425597,495760,2921357
326,Jetblue Airways,B6,3,2016,2,21301,4441,25742,2344496,514768,2859264
308,Jetblue Airways,B6,3,2014,8,22241,5216,27457,2499568,630550,3130118
317,Jetblue Airways,B6,3,2015,5,22434,4200,26634,2473838,483312,2957150
329,Jetblue Airways,B6,3,2016,5,24186,4698,28884,2700059,542469,3242528
327,Jetblue Airways,B6,3,2016,3,23775,4809,28584,2716571,589916,3306487
330,Jetblue Airways,B6,3,2016,6,23703,5035,28738,2685827,597715,3283542
325,Jetblue Airways,B6,3,2016,1,22175,4900,27075,2361374,582384,2943758
324,Jetblue Airways,B6,3,2015,12,23347,5222,28569,2544915,604335,3149250
323,Jetblue Airways,B6,3,2015,11,21622,4174,25796,2390905,486610,2877515
322,Jetblue Airways,B6,3,2015,10,21826,4082,25908,2407418,461284,2868702
321,Jetblue Airways,B6,3,2015,9,21086,3919,25005,2192625,440247,2632872
320,Jetblue Airways,B6,3,2015,8,23642,5326,28968,2607840,673900,3281740
319,Jetblue Airways,B6,3,2015,7,23870,5311,29181,2645339,672464,3317803
318,Jetblue Airways,B6,3,2015,6,22418,4466,26884,2452560,527709,2980269
328,Jetblue Airways,B6,3,2016,4,23066,4730,27796,2562863,564168,3127031
441,Southwest Airlines,WN,4,2015,9,100390,1076,101466,11424637,111647,11536284
436,Southwest Airlines,WN,4,2015,4,106012,1566,107578,12021031,174921,12195952
437,Southwest Airlines,WN,4,2015,5,107039,1654,108693,12380510,185320,12565830
438,Southwest Airlines,WN,4,2015,6,108308,1730,110038,12694097,214405,12908502
439,Southwest Airlines,WN,4,2015,7,113184,1832,115016,13387625,240868,13628493
440,Southwest Airlines,WN,4,2015,8,107499,1318,108817,12435731,165262,12600993
442,Southwest Airlines,WN,4,2015,10,104306,1383,105689,12373023,154322,12527345
443,Southwest Airlines,WN,4,2015,11,103214,2065,105279,11917933,223425,12141358
444,Southwest Airlines,WN,4,2015,12,106071,2136,108207,12123894,247140,12371034
445,Southwest Airlines,WN,4,2016,1,101623,2037,103660,10695153,228953,10924106
446,Southwest Airlines,WN,4,2016,2,95924,1900,97824,10378380,212516,10590896
447,Southwest Airlines,WN,4,2016,3,110884,2167,113051,12862493,250946,13113439
449,Southwest Airlines,WN,4,2016,5,109593,2208,111801,12996806,252134,13248940
448,Southwest Airlines,WN,4,2016,4,107047,2172,109219,12366059,240153,12606212
435,Southwest Airlines,WN,4,2015,3,107279,1484,108763,12354567,172407,12526974
434,Southwest Airlines,WN,4,2015,2,86840,1198,88038,9402954,132499,9535453
433,Southwest Airlines,WN,4,2015,1,98417,1354,99771,9891576,144812,10036388
432,Southwest Airlines,WN,4,2014,12,100173,1448,101621,11250167,160079,11410246
431,Southwest Airlines,WN,4,2014,11,95105,1384,96489,10417562,133868,10551430
430,Southwest Airlines,WN,4,2014,10,98651,585,99236,10953878,58677,11012555
429,Southwest Airlines,WN,4,2014,9,93765,510,94275,10028082,40846,10068928
428,Southwest Airlines,WN,4,2014,8,99206,530,99736,11134047,58578,11192625
427,Southwest Airlines,WN,4,2014,7,104655,442,105097,11917562,47719,11965281
426,Southwest Airlines,WN,4,2014,6,101531,,101531,11506171,,11506171
425,Southwest Airlines,WN,4,2014,5,100197,,100197,11027354,,11027354
424,Southwest Airlines,WN,4,2014,4,98716,,98716,10564429,,10564429
422,Southwest Airlines,WN,4,2014,2,82012,,82012,8382418,,8382418
467,Southwest Airlines,WN,4,2017,11,108647,3043,111690,13253765,329377,13583142
423,Southwest Airlines,WN,4,2014,3,100338,,100338,10944064,,10944064
466,Southwest Airlines,WN,4,2017,10,109710,2337,112047,13249770,251680,13501450
450,Southwest Airlines,WN,4,2016,6,111163,2266,113429,13333765,290244,13624009
421,Southwest Airlines,WN,4,2014,1,87334,,87334,8569049,,8569049
479,Southwest Airlines,WN,4,2018,11,111427,3298,114725,13627166,386053,14013219
478,Southwest Airlines,WN,4,2018,10,114189,2627,116816,13766257,308342,14074599
477,Southwest Airlines,WN,4,2018,9,106109,2543,108652,12231041,265385,12496426
476,Southwest Airlines,WN,4,2018,8,113914,2958,116872,13593160,373424,13966584
475,Southwest Airlines,WN,4,2018,7,118350,3680,122030,14456159,505249,14961408
474,Southwest Airlines,WN,4,2018,6,114987,3551,118538,14252320,464704,14717024
473,Southwest Airlines,WN,4,2018,5,115644,3380,119024,14040465,391809,14432274
472,Southwest Airlines,WN,4,2018,4,113030,3332,116362,13396982,384454,13781436
471,Southwest Airlines,WN,4,2018,3,114249,3498,117747,13899027,418183,14317210
470,Southwest Airlines,WN,4,2018,2,95101,2858,97959,10920661,306799,11227460
465,Southwest Airlines,WN,4,2017,9,102352,2027,104379,11730577,194527,11925104
468,Southwest Airlines,WN,4,2017,12,110122,3329,113451,12974166,370007,13344173
451,Southwest Airlines,WN,4,2016,7,112228,2389,114617,13307476,322529,13630005
480,Southwest Airlines,WN,4,2018,12,112255,3533,115788,13205219,414310,13619529
464,Southwest Airlines,WN,4,2017,8,113076,2761,115837,13316907,339988,13656895
463,Southwest Airlines,WN,4,2017,7,117416,3452,120868,14194967,455923,14650890
462,Southwest Airlines,WN,4,2017,6,114364,3233,117597,13873458,396820,14270278
461,Southwest Airlines,WN,4,2017,5,112875,2827,115702,13381479,324511,13705990
460,Southwest Airlines,WN,4,2017,4,111547,2975,114522,13121976,338689,13460665
459,Southwest Airlines,WN,4,2017,3,113188,3007,116195,13268282,322840,13591122
458,Southwest Airlines,WN,4,2017,2,94593,2563,97156,10406350,256495,10662845
457,Southwest Airlines,WN,4,2017,1,105683,2754,108437,11037315,287068,11324383
456,Southwest Airlines,WN,4,2016,12,109111,2654,111765,12547225,298023,12845248
455,Southwest Airlines,WN,4,2016,11,106840,2018,108858,12689307,231216,12920523
454,Southwest Airlines,WN,4,2016,10,107429,1686,109115,12821619,192548,13014167
453,Southwest Airlines,WN,4,2016,9,103890,1645,105535,12132315,170649,12302964
469,Southwest Airlines,WN,4,2018,1,107342,3167,110509,11656512,341918,11998430
373,Southwest Airlines,WN,4,2010,1,88406,,88406,7576013,,7576013
388,Southwest Airlines,WN,4,2011,4,96683,,96683,9223678,,9223678
387,Southwest Airlines,WN,4,2011,3,99328,,99328,9689544,,9689544
386,Southwest Airlines,WN,4,2011,2,82477,,82477,7602255,,7602255
385,Southwest Airlines,WN,4,2011,1,92018,,92018,8307319,,8307319
384,Southwest Airlines,WN,4,2010,12,92495,,92495,8946340,,8946340
383,Southwest Airlines,WN,4,2010,11,91159,,91159,8858830,,8858830
382,Southwest Airlines,WN,4,2010,10,94483,,94483,9358790,,9358790
381,Southwest Airlines,WN,4,2010,9,91143,,91143,8309821,,8309821
380,Southwest Airlines,WN,4,2010,8,97392,,97392,9504071,,9504071
379,Southwest Airlines,WN,4,2010,7,98665,,98665,10001004,,10001004
378,Southwest Airlines,WN,4,2010,6,96753,,96753,9562142,,9562142
377,Southwest Airlines,WN,4,2010,5,96750,,96750,9080567,,9080567
376,Southwest Airlines,WN,4,2010,4,93719,,93719,8911492,,8911492
389,Southwest Airlines,WN,4,2011,5,99288,,99288,9706504,,9706504
367,Southwest Airlines,WN,4,2009,7,98761,,98761,9554999,,9554999
452,Southwest Airlines,WN,4,2016,8,110391,1874,112265,12690000,229768,12919768
420,Southwest Airlines,WN,4,2013,12,94221,,94221,10248472,,10248472
361,Southwest Airlines,WN,4,2009,1,94606,,94606,6993566,,6993566
363,Southwest Airlines,WN,4,2009,3,98520,,98520,8988386,,8988386
364,Southwest Airlines,WN,4,2009,4,96457,,96457,8814504,,8814504
375,Southwest Airlines,WN,4,2010,3,94768,,94768,9155156,,9155156
366,Southwest Airlines,WN,4,2009,6,95843,,95843,9005109,,9005109
374,Southwest Airlines,WN,4,2010,2,78718,,78718,6963295,,6963295
368,Southwest Airlines,WN,4,2009,8,95405,,95405,8890924,,8890924
369,Southwest Airlines,WN,4,2009,9,89497,,89497,7950437,,7950437
370,Southwest Airlines,WN,4,2009,10,92670,,92670,8776079,,8776079
371,Southwest Airlines,WN,4,2009,11,89286,,89286,8255414,,8255414
372,Southwest Airlines,WN,4,2009,12,90784,,90784,8354947,,8354947
362,Southwest Airlines,WN,4,2009,2,86009,,86009,7068038,,7068038
365,Southwest Airlines,WN,4,2009,5,97273,,97273,8685825,,8685825
409,Southwest Airlines,WN,4,2013,1,88715,,88715,8047475,,8047475
390,Southwest Airlines,WN,4,2011,6,100180,,100180,9924612,,9924612
418,Southwest Airlines,WN,4,2013,10,94220,,94220,9764881,,9764881
416,Southwest Airlines,WN,4,2013,8,96283,,96283,9928806,,9928806
415,Southwest Airlines,WN,4,2013,7,99794,,99794,10516679,,10516679
414,Southwest Airlines,WN,4,2013,6,96921,,96921,10501237,,10501237
413,Southwest Airlines,WN,4,2013,5,98584,,98584,10354673,,10354673
412,Southwest Airlines,WN,4,2013,4,96712,,96712,9643071,,9643071
410,Southwest Airlines,WN,4,2013,2,81589,,81589,7891987,,7891987
417,Southwest Airlines,WN,4,2013,9,89563,,89563,8894868,,8894868
408,Southwest Airlines,WN,4,2012,12,91382,,91382,9039620,,9039620
407,Southwest Airlines,WN,4,2012,11,89816,,89816,9163136,,9163136
406,Southwest Airlines,WN,4,2012,10,94449,,94449,9590443,,9590443
405,Southwest Airlines,WN,4,2012,9,89679,,89679,8706901,,8706901
404,Southwest Airlines,WN,4,2012,8,97814,,97814,10108416,,10108416
395,Southwest Airlines,WN,4,2011,11,90947,,90947,9070943,,9070943
411,Southwest Airlines,WN,4,2013,3,98145,,98145,10248051,,10248051
403,Southwest Airlines,WN,4,2012,7,101860,,101860,10440046,,10440046
392,Southwest Airlines,WN,4,2011,8,99228,,99228,9607433,,9607433
394,Southwest Airlines,WN,4,2011,10,96618,,96618,9522266,,9522266
391,Southwest Airlines,WN,4,2011,7,102030,,102030,10118492,,10118492
396,Southwest Airlines,WN,4,2011,12,93852,,93852,9062653,,9062653
419,Southwest Airlines,WN,4,2013,11,89241,,89241,9282585,,9282585
397,Southwest Airlines,WN,4,2012,1,90085,,90085,8169963,,8169963
398,Southwest Airlines,WN,4,2012,2,86419,,86419,8050366,,8050366
399,Southwest Airlines,WN,4,2012,3,98151,,98151,9745795,,9745795
400,Southwest Airlines,WN,4,2012,4,96061,,96061,9371046,,9371046
401,Southwest Airlines,WN,4,2012,5,98499,,98499,9750586,,9750586
402,Southwest Airlines,WN,4,2012,6,98232,,98232,10097756,,10097756
393,Southwest Airlines,WN,4,2011,9,92514,,92514,8751116,,8751116
562,United Air Lines,UA,5,2015,10,45892,11731,57623,6329169,1896879,8226048
558,United Air Lines,UA,5,2015,6,45385,14663,60048,6231940,2428215,8660155
559,United Air Lines,UA,5,2015,7,46250,16216,62466,6451029,2706365,9157394
560,United Air Lines,UA,5,2015,8,45328,15194,60522,6273013,2546709,8819722
561,United Air Lines,UA,5,2015,9,41774,11744,53518,5655459,1911328,7566787
563,United Air Lines,UA,5,2015,11,42495,12053,54548,5740177,1869335,7609512
564,United Air Lines,UA,5,2015,12,42855,13886,56741,5813742,2153949,7967691
565,United Air Lines,UA,5,2016,1,38556,13177,51733,5055420,2019550,7074970
566,United Air Lines,UA,5,2016,2,38677,12400,51077,4973238,1781640,6754878
567,United Air Lines,UA,5,2016,3,43911,14625,58536,5923783,2241984,8165767
569,United Air Lines,UA,5,2016,5,45910,13833,59743,6293618,2175315,8468933
557,United Air Lines,UA,5,2015,5,44396,13941,58337,5984499,2208848,8193347
568,United Air Lines,UA,5,2016,4,42781,13299,56080,5729928,2022485,7752413
549,United Air Lines,UA,5,2014,9,39951,11666,51617,5164238,1899869,7064107
542,United Air Lines,UA,5,2014,2,35274,11676,46950,4565753,1671615,6237368
